B2,B3,B4,B8,B11,B12,NDVI,NDWI,NDBI,BSI,class,year,label,random
0.1338,0.1365,0.1352,0.1721,0.2172,0.18155,0.1200781,-0.115359664,0.11584897,0.07063649,0,2025,non_vegetasi,0.8403512501009729
0.0569,0.0686,0.0652,0.2122,0.202,0.1547,0.5299207,-0.511396,-0.024625769,-0.0035427767,0,2025,non_vegetasi,0.2523615222171868
0.0359,0.0557,0.0523,0.2422,0.1874,0.1341,0.64482176,-0.626049,-0.12756053,-0.07415992,0,2025,non_vegetasi,0.40978413601217334
0.0616,0.068,0.0614,0.1836,0.1894,0.1483,0.49877548,-0.45945942,0.015549622,0.011290341,0,2025,non_vegetasi,0.3770098103002353
0.0883,0.09975,0.08225,0.2625,0.2082,0.1633,0.52284265,-0.44927534,-0.115360096,-0.09411305,0,2025,non_vegetasi,0.9632161590276597
0.0363,0.0667,0.04865,0.2711,0.2235,0.11375,0.69569975,-0.6050918,-0.09623942,-0.06082308,0,2025,non_vegetasi,0.0984795392832859
0.0624,0.0988,0.108,0.2536,0.243,0.1713,0.40265486,-0.43927354,-0.021345148,0.05247377,0,2025,non_vegetasi,0.9139699669857502
0.08405,0.09095,0.0848,0.2755,0.1749,0.1287,0.52928114,-0.5036158,-0.22335702,-0.16124345,0,2025,non_vegetasi,0.5987529505276153
0.1246,0.1367,0.1439,0.2482,0.2287,0.15455,0.26600355,-0.2896856,-0.04088908,-2.6830687E-4,0,2025,non_vegetasi,0.386252898538483
0.0249,0.048,0.0243,0.3772,0.119,0.0483,0.87895393,-0.7742239,-0.5203547,-0.47451413,0,2025,non_vegetasi,0.02979956040164189
0.0584,0.0616,0.0742,0.137,0.2055,0.1518,0.2973485,-0.3796576,0.20000003,0.17743635,0,2025,non_vegetasi,0.7008403978045502
0.029,0.0578,0.0306,0.3878,0.19845,0.09395,0.8537285,-0.74057454,-0.32298508,-0.2907022,0,2025,non_vegetasi,0.5859942845264813
0.0535,0.0822,0.06,0.3708,0.2205,0.1457,0.7214485,-0.6370861,-0.25418568,-0.20402949,0,2025,non_vegetasi,0.027885499859436225
0.0576,0.0664,0.0844,0.1742,0.2505,0.2091,0.34725446,-0.44804657,0.17965622,0.18193047,0,2025,non_vegetasi,0.5695694360202356
0.2246,0.2029,0.1612,0.4154,0.31005,0.22255,0.4408602,-0.3436843,-0.14522019,-0.151856,0,2025,non_vegetasi,0.4453910580796693
0.05725,0.0705,0.116,0.2714,0.17285,0.1118,0.4011358,-0.58759874,-0.22183457,-0.06445346,0,2025,non_vegetasi,0.3572982739159448
0.0601,0.101,0.1208,0.2214,0.246,0.1894,0.2939801,-0.37344912,0.05263161,0.13157491,0,2025,non_vegetasi,0.31415347094595114
0.2481,0.245,0.2577,0.3145,0.26755,0.2431,0.09926601,-0.12421805,-0.0806632,-0.03433379,0,2025,non_vegetasi,0.33984295924900854
0.2138,0.144,0.139,0.2312,0.3259,0.2794,0.24905457,-0.23240939,0.16998743,0.02187053,0,2025,non_vegetasi,0.8894617627406204
0.0556,0.0564,0.074,0.104,0.1876,0.146,0.16853933,-0.29675812,0.2866941,0.24216524,0,2025,non_vegetasi,0.41068320805946645
0.129,0.1566,0.1648,0.271,0.2383,0.1922,0.24368976,-0.26753977,-0.06420578,0.003860052,0,2025,non_vegetasi,0.4122594350634625
0.06145,0.073,0.1258,0.1892,0.20495,0.1806,0.20126985,-0.44317314,0.03995942,0.1377709,0,2025,non_vegetasi,0.6513061128171501
0.0752,0.08435,0.0926,0.1387,0.22815,0.2076,0.19930822,-0.24366733,0.24383265,0.19985038,0,2025,non_vegetasi,0.23237019545513427
0.0759,0.0836,0.1111,0.1792,0.2284,0.20215,0.23458488,-0.36377472,0.12070661,0.14194418,0,2025,non_vegetasi,0.8826958749333006
0.0678,0.0751,0.0961,0.1354,0.2482,0.2208,0.1697624,-0.28646082,0.29405633,0.2577169,0,2025,non_vegetasi,0.2499947909200415
0.10625,0.1114,0.1295,0.1497,0.23855,0.23235,0.07234956,-0.14668709,0.2288474,0.17964745,0,2025,non_vegetasi,0.9700556808490463
0.1168,0.1006,0.108,0.1502,0.2111,0.1865,0.16343917,-0.19776714,0.168558,0.08889268,0,2025,non_vegetasi,0.009623468249314704
0.0636,0.0675,0.07385,0.1472,0.16495,0.12705,0.3318254,-0.37121564,0.05686367,0.062277555,0,2025,non_vegetasi,0.03466121065067085
0.1178,0.1344,0.1354,0.2952,0.2465,0.1548,0.37111008,-0.37430167,-0.08990214,-0.039124407,0,2025,non_vegetasi,0.9934688626960697
0.0741,0.1018,0.0808,0.2452,0.1734,0.1049,0.50429446,-0.41325647,-0.17152412,-0.113513514,0,2025,non_vegetasi,0.8234273309219151
0.0783,0.07405,0.0687,0.1875,0.19685,0.1621,0.46370023,-0.43376026,0.02432679,-4.704936E-4,0,2025,non_vegetasi,0.5132107364226278
0.0731,0.0803,0.07215,0.1693,0.18205,0.1519,0.40236077,-0.3565705,0.0362886,0.023761576,0,2025,non_vegetasi,0.8161022457004179
0.436,0.4452,0.4308,0.6712,0.5438,0.5095,0.21814881,-0.20243639,-0.104855955,-0.06369487,0,2025,non_vegetasi,0.7234713699958784
0.15125,0.1674,0.14525,0.3706,0.2584,0.19845,0.4368518,-0.37769514,-0.17837837,-0.12771475,0,2025,non_vegetasi,0.4862393498624359
0.088,0.1248,0.1122,0.3508,0.2158,0.1593,0.5153348,-0.47518924,-0.23826332,-0.14449662,0,2025,non_vegetasi,0.4421416859337586
0.1152,0.1294,0.1208,0.201,0.2389,0.1854,0.24922311,-0.21670704,0.08615594,0.064358644,0,2025,non_vegetasi,0.17657355020544407
0.1434,0.1462,0.145,0.2544,0.261,0.2032,0.2739109,-0.27009487,0.012805573,0.01020153,0,2025,non_vegetasi,0.1397213386267414
0.0961,0.1118,0.109,0.2062,0.2346,0.186,0.30837566,-0.29685536,0.064428285,0.06394176,0,2025,non_vegetasi,0.9058001135139236
